STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,CLUSTER,CLUSTER NAME
RAJASTHAN,BUNDI,2004,17,102,0,47,0,47,99,84,15,0,0,17,128,366,96,270,88,13,128,1,23,992,4,141,3,228,0,99,1658,4154,1,Moderate Areas
RAJASTHAN,SIKAR,2006,45,34,1,29,0,29,60,34,26,0,1,11,150,340,86,254,53,7,332,0,31,496,9,31,0,165,0,238,2123,4156,1,Moderate Areas
KERALA,KOZHIKODE COMMR.,2012,7,7,0,36,0,36,5,3,2,2,18,65,92,142,67,75,353,19,164,0,12,631,0,103,83,144,0,2,2271,4156,1,Moderate Areas
MAHARASHTRA,YAVATMAL,2001,56,45,10,56,0,56,37,31,6,3,1,33,232,788,67,721,106,17,45,1,25,978,12,125,27,177,0,179,1204,4157,1,Moderate Areas
TAMIL NADU,THOOTHUGUDI,2006,57,83,0,13,0,13,13,10,3,0,0,10,117,418,31,387,6,7,77,1,14,400,2,5,132,20,0,240,2542,4157,1,Moderate Areas
TAMIL NADU,VIRUDHUNAGAR,2006,46,41,0,7,0,7,28,24,4,0,0,15,82,346,33,313,44,16,63,2,8,370,1,30,71,51,0,209,2727,4157,1,Moderate Areas
TAMIL NADU,MADURAI URBAN,2001,34,53,0,2,0,2,26,18,8,5,4,33,198,803,248,555,90,11,296,11,4,308,12,20,52,24,0,109,2066,4161,1,Moderate Areas
MADHYA PRADESH,KHARGON,2003,37,36,7,50,0,50,13,13,0,5,15,18,259,646,34,612,77,31,27,2,6,393,5,184,31,43,0,151,2125,4161,1,Moderate Areas
ANDHRA PRADESH,SRIKAKULAM,2011,40,65,3,29,0,29,28,23,5,3,0,7,124,254,14,240,100,24,73,0,24,1654,8,91,83,333,0,287,931,4161,1,Moderate Areas
MADHYA PRADESH,SHAHDOL,2001,57,28,4,63,0,63,13,13,0,2,1,34,464,390,52,338,44,17,19,0,26,433,9,216,3,87,0,0,2252,4162,1,Moderate Areas
KERALA,KOZHIKODE COMMR.,2004,8,20,24,13,0,13,15,5,10,11,0,26,307,361,162,199,394,18,221,3,19,539,3,65,7,147,0,0,1963,4164,1,Moderate Areas
KARNATAKA,SHIMOGA,2002,53,47,2,11,0,11,14,12,2,3,4,42,209,349,87,262,247,11,42,4,21,1133,4,59,1,159,0,0,1750,4165,1,Moderate Areas
MADHYA PRADESH,SHAHDOL,2003,60,21,8,68,0,68,12,8,4,0,0,31,340,301,37,264,29,7,15,0,28,322,13,221,14,120,0,0,2555,4165,1,Moderate Areas
UTTAR PRADESH,ALIGARH,2005,176,200,20,61,0,61,112,84,28,5,12,80,123,885,413,472,226,98,189,2,62,337,43,38,43,226,0,245,983,4166,1,Moderate Areas
KERALA,KOZHIKODE COMMR.,2008,6,16,1,15,0,15,12,4,8,9,17,100,214,295,129,166,410,20,169,1,10,578,3,72,10,165,0,2,2041,4166,1,Moderate Areas
GUJARAT,RAJKOT RURAL,2006,42,20,3,21,0,21,37,33,4,10,0,31,259,387,129,258,41,106,17,10,16,427,1,34,5,300,0,298,2102,4167,1,Moderate Areas
GUJARAT,KHEDA NORTH,2009,23,12,0,15,0,15,34,31,3,11,0,14,101,290,101,189,44,28,27,7,12,276,0,27,0,102,0,223,2922,4168,1,Moderate Areas
KARNATAKA,GULBARGA,2001,95,83,3,20,0,20,35,21,14,10,3,61,246,268,55,213,423,6,68,0,25,1148,6,143,1,104,0,0,1421,4169,1,Moderate Areas
KARNATAKA,SHIMOGA,2005,50,38,0,17,0,17,27,20,7,6,9,25,183,293,100,193,227,10,63,2,7,1071,7,88,5,158,0,12,1871,4169,1,Moderate Areas
MADHYA PRADESH,KHARGON,2012,51,38,1,67,0,67,20,20,0,1,2,14,157,370,154,216,42,5,17,0,13,101,30,133,22,45,0,335,2707,4171,1,Moderate Areas
GUJARAT,SURAT COMMR.,2002,81,28,0,18,0,18,63,36,27,37,5,64,360,1503,1039,464,116,67,254,4,24,365,20,18,12,112,0,276,745,4172,1,Moderate Areas
MADHYA PRADESH,RAISEN,2011,47,70,3,118,0,118,36,22,14,0,3,19,137,265,118,147,41,6,19,0,17,321,15,179,16,67,0,153,2640,4172,1,Moderate Areas
RAJASTHAN,DHOLPUR,2009,48,87,1,30,0,30,67,52,15,2,5,23,62,519,218,301,8,6,193,0,8,1599,32,19,0,180,0,88,1197,4174,1,Moderate Areas
BIHAR,MADHUBANI,2009,66,7,0,19,0,19,81,78,3,12,0,24,89,390,55,335,307,15,32,0,18,1055,31,20,0,71,0,96,1842,4175,1,Moderate Areas
RAJASTHAN,KOTA CITY,2011,35,100,6,24,0,24,91,74,17,0,9,15,120,863,671,192,2,16,499,1,2,144,5,58,0,413,0,108,1665,4176,1,Moderate Areas
KARNATAKA,SHIMOGA,2001,56,48,1,12,0,12,14,10,4,1,0,15,206,292,100,192,260,4,31,1,20,1148,6,65,0,134,0,0,1864,4178,1,Moderate Areas
GUJARAT,RAJKOT RURAL,2004,36,22,0,17,0,17,41,41,0,10,1,24,256,326,91,235,66,64,15,1,15,526,3,47,4,265,0,255,2184,4178,1,Moderate Areas
MADHYA PRADESH,SHIVPURI,2007,64,70,5,91,0,91,29,17,12,5,3,52,217,312,267,45,71,10,38,0,33,818,23,152,1,36,0,163,1985,4178,1,Moderate Areas
BIHAR,GAYA,2008,136,60,12,52,0,52,90,77,13,35,0,63,124,494,169,325,544,32,151,0,26,456,43,8,0,40,3,212,1598,4179,1,Moderate Areas
KARNATAKA,TUMKUR,2002,58,49,4,9,0,9,19,10,9,13,0,29,242,371,103,268,255,22,38,0,66,990,16,60,0,30,0,25,1884,4180,1,Moderate Areas
TAMIL NADU,COIMBATORE URBAN,2008,20,28,0,9,0,9,17,7,10,1,0,11,78,621,166,455,24,11,93,168,4,240,6,29,7,62,0,307,2444,4180,1,Moderate Areas
TAMIL NADU,COIMBATORE URBAN,2010,22,27,0,15,0,15,22,10,12,1,0,25,142,1084,497,587,23,9,148,30,8,357,1,35,1,45,0,324,1861,4180,1,Moderate Areas
GUJARAT,HIMATNAGAR,2003,42,12,1,6,0,6,44,44,0,14,0,30,200,331,79,252,58,64,70,16,23,339,2,47,1,160,0,191,2531,4182,1,Moderate Areas
KARNATAKA,DAKSHIN KANNADA,2009,61,64,0,14,0,14,15,5,10,3,0,37,278,304,174,130,232,5,129,6,21,402,1,61,2,69,0,12,2471,4187,1,Moderate Areas
KARNATAKA,CHITRADURGA,2008,42,15,1,18,0,18,20,15,5,5,3,29,118,281,114,167,266,11,33,3,9,794,6,82,0,49,0,0,2406,4191,1,Moderate Areas
RAJASTHAN,DAUSA,2007,34,18,1,16,0,16,67,43,24,0,0,9,108,725,329,396,28,10,267,1,27,0,12,39,0,112,0,197,2524,4195,1,Moderate Areas
KARNATAKA,HASSAN,2003,53,67,0,16,0,16,20,9,11,9,0,39,257,348,92,256,200,11,34,1,25,1395,3,78,0,43,0,0,1597,4196,1,Moderate Areas
KARNATAKA,DAKSHIN KANNADA,2010,43,47,1,16,0,16,16,9,7,8,0,40,218,391,184,207,194,9,151,19,15,412,1,67,2,62,0,17,2467,4196,1,Moderate Areas
GUJARAT,JUNAGADH,2011,31,13,0,11,0,11,69,68,1,4,0,13,157,380,233,147,95,21,35,8,16,445,1,26,4,423,0,211,2233,4196,1,Moderate Areas
TAMIL NADU,KRISHNAGIRI,2012,63,41,0,14,0,14,45,41,4,2,1,57,116,166,82,84,160,3,71,53,15,663,1,51,1,33,0,478,2162,4196,1,Moderate Areas
RAJASTHAN,JHUNJHUNU,2002,44,25,0,12,0,12,49,31,18,5,0,9,138,313,59,254,252,15,142,2,45,146,15,65,0,122,0,128,2670,4197,1,Moderate Areas
ODISHA,CUTTACK,2005,34,119,0,29,0,29,71,64,7,13,6,135,317,777,279,498,82,25,96,0,11,333,39,24,6,162,0,153,1765,4197,1,Moderate Areas
MADHYA PRADESH,KHARGON,2007,45,49,0,63,0,63,12,8,4,1,0,13,173,501,92,409,73,10,128,0,18,554,27,154,20,52,0,136,2171,4200,1,Moderate Areas
RAJASTHAN,SIKAR,2008,43,28,2,40,0,40,48,38,10,3,0,11,152,417,128,289,27,8,406,0,24,321,15,18,0,217,0,292,2130,4202,1,Moderate Areas
BIHAR,ROHTAS,2011,126,95,4,20,0,20,106,84,22,23,7,45,184,607,215,392,249,29,85,0,59,1521,32,46,0,57,0,375,533,4203,1,Moderate Areas
DELHI UT,NORTH-WEST,2008,54,48,2,59,0,59,137,103,34,3,11,85,250,1760,1143,617,2,18,76,0,5,173,12,48,8,82,0,17,1354,4204,1,Moderate Areas
KERALA,PATHANAMTHITTA,2003,27,10,31,13,0,13,0,0,0,1,0,25,130,144,59,85,221,13,59,2,22,867,2,94,0,116,0,4,2425,4206,1,Moderate Areas
TAMIL NADU,KANYAKUMARI,2007,27,51,1,11,0,11,22,22,0,3,0,6,116,292,32,260,0,2,100,5,18,500,7,11,45,70,0,193,2726,4206,1,Moderate Areas
UTTAR PRADESH,GHAZIABAD,2006,146,143,51,29,0,29,109,86,23,0,5,44,114,1109,715,394,70,91,238,4,5,61,41,26,93,190,0,386,1252,4207,1,Moderate Areas
MADHYA PRADESH,RAISEN,2012,54,42,0,92,0,92,21,16,5,1,1,20,115,214,200,14,24,0,22,0,5,1921,22,158,0,72,0,173,1250,4207,1,Moderate Areas
ANDHRA PRADESH,MEDAK,2002,103,50,20,68,0,68,46,38,8,18,0,35,272,356,39,317,64,22,105,2,57,1612,25,103,28,251,0,417,554,4208,1,Moderate Areas
MAHARASHTRA,AMRAVATI RURAL,2009,75,37,4,49,0,49,29,27,2,8,0,24,254,867,85,782,91,18,54,5,82,916,1,121,34,149,0,194,1197,4209,1,Moderate Areas
RAJASTHAN,NAGAUR,2010,54,31,1,60,0,60,69,57,12,0,0,12,158,453,227,226,0,12,451,0,14,53,22,86,0,348,0,279,2108,4211,1,Moderate Areas
BIHAR,MUZAFFARPUR,2001,153,162,21,73,0,73,113,25,88,32,14,135,118,538,104,434,241,67,94,1,42,103,69,81,0,141,6,141,1867,4212,1,Moderate Areas
BIHAR,NALANDA,2008,120,53,17,23,0,23,100,56,44,10,0,23,82,397,65,332,190,73,76,3,25,1085,70,36,0,77,0,283,1472,4215,1,Moderate Areas
BIHAR,SAMASTIPUR,2011,107,221,11,40,0,40,166,105,61,14,3,54,89,338,110,228,336,45,91,4,37,308,46,9,2,66,0,175,2054,4216,1,Moderate Areas
WEST BENGAL,NADIA,2004,99,0,21,108,0,108,80,80,0,7,63,14,17,757,23,734,168,0,6,13,7,502,30,128,0,393,11,168,1626,4218,1,Moderate Areas
MAHARASHTRA,NASIK COMMR.,2009,41,28,2,24,0,24,24,16,8,22,2,79,621,1705,850,855,137,21,173,12,22,247,5,49,20,131,0,333,520,4218,1,Moderate Areas
MAHARASHTRA,SOLAPUR RURAL,2007,77,53,5,46,0,46,35,21,14,21,16,65,255,655,182,473,270,20,49,3,38,668,4,63,17,128,0,444,1288,4220,1,Moderate Areas
MAHARASHTRA,AKOLA,2006,47,52,0,25,0,25,28,26,2,4,1,39,305,995,126,869,134,23,80,4,36,843,1,95,14,135,0,130,1231,4222,1,Moderate Areas
MAHARASHTRA,YAVATMAL,2003,83,68,6,50,0,50,38,35,3,6,3,23,218,745,70,675,58,33,48,1,50,995,12,135,16,170,0,161,1304,4223,1,Moderate Areas
RAJASTHAN,SIKAR,2005,51,46,0,21,0,21,68,44,24,0,0,7,176,381,97,284,102,6,165,0,37,417,12,22,0,137,0,228,2347,4223,1,Moderate Areas
TAMIL NADU,SALEM RURAL,2001,78,43,1,8,0,8,35,29,6,3,0,8,66,192,78,114,170,2,5,0,34,890,8,53,7,7,0,367,2248,4225,1,Moderate Areas
MAHARASHTRA,AKOLA,2009,43,68,7,21,0,21,33,26,7,10,2,77,308,943,174,769,159,15,93,6,32,765,10,97,63,131,0,126,1218,4227,1,Moderate Areas
MAHARASHTRA,AMRAVATI RURAL,2011,58,38,2,69,0,69,29,27,2,11,0,35,222,779,85,694,92,13,40,3,81,923,3,142,43,104,0,207,1334,4228,1,Moderate Areas
KERALA,IDUKKI,2004,34,13,5,15,0,15,10,9,1,2,0,20,153,195,25,170,220,17,76,0,9,1183,0,101,10,111,0,2,2053,4229,1,Moderate Areas
MAHARASHTRA,BEED,2011,61,72,8,32,0,32,58,37,21,48,7,88,325,496,171,325,333,52,158,1,45,953,11,99,14,378,0,322,669,4230,1,Moderate Areas
RAJASTHAN,NAGAUR,2009,42,44,4,53,0,53,89,76,13,0,0,14,135,363,125,238,0,13,396,5,13,85,6,117,0,302,0,243,2307,4231,1,Moderate Areas
KARNATAKA,MANDYA,2007,48,43,0,17,0,17,15,14,1,3,0,9,142,254,103,151,180,8,27,4,0,799,15,66,0,95,0,0,2511,4236,1,Moderate Areas
KARNATAKA,RAMANAGAR,2009,66,62,3,12,0,12,21,13,8,15,2,41,235,519,255,264,240,3,40,4,20,648,11,70,0,62,0,0,2163,4237,1,Moderate Areas
RAJASTHAN,JHUNJHUNU,2009,40,21,0,41,0,41,60,50,10,0,3,16,118,398,105,293,44,12,441,0,18,1337,13,39,0,280,0,190,1166,4237,1,Moderate Areas
KERALA,KOZHIKODE RURAL,2004,9,22,46,30,0,30,10,7,3,3,3,15,216,201,88,113,408,11,164,2,53,675,5,96,9,241,0,0,2019,4238,1,Moderate Areas
MAHARASHTRA,BULDHANA,2005,51,62,0,42,0,42,23,16,7,8,2,33,181,863,86,777,163,29,182,5,72,716,53,110,40,187,0,136,1282,4240,1,Moderate Areas
ASSAM,DHUBRI,2011,61,19,7,157,0,157,307,276,31,20,0,36,139,223,7,216,444,65,82,14,103,525,12,210,2,693,0,93,1032,4244,1,Moderate Areas
RAJASTHAN,KOTA CITY,2009,26,126,4,23,0,23,87,76,11,2,13,59,133,974,700,274,2,16,431,1,5,106,7,51,0,376,0,122,1681,4245,1,Moderate Areas
MADHYA PRADESH,RATLAM,2010,53,49,1,88,0,88,24,23,1,1,2,30,121,345,132,213,64,39,51,0,26,1182,16,145,32,94,0,198,1684,4245,1,Moderate Areas
TAMIL NADU,NAGAPATTINAM,2012,56,44,0,10,0,10,42,40,2,2,0,18,68,200,68,132,59,0,18,0,28,518,1,34,36,10,0,254,2847,4245,1,Moderate Areas
BIHAR,MOTIHARI,2006,119,142,13,22,0,22,100,38,62,42,6,56,162,436,45,391,368,77,64,0,25,985,51,11,0,37,5,195,1330,4246,1,Moderate Areas
RAJASTHAN,CHITTORGARH,2011,27,37,2,50,0,50,116,98,18,0,1,22,135,436,191,245,41,45,350,1,16,726,4,48,1,588,0,189,1411,4246,1,Moderate Areas
KARNATAKA,SHIMOGA,2007,40,43,2,23,0,23,26,21,5,12,1,41,241,282,102,180,160,4,42,3,5,885,3,81,3,158,0,11,2183,4249,1,Moderate Areas
MAHARASHTRA,THANE RURAL,2004,144,44,5,60,0,60,42,26,16,37,12,83,494,623,184,439,193,54,112,2,25,760,10,100,41,105,0,486,818,4250,1,Moderate Areas
MAHARASHTRA,AHMEDNAGAR,2003,101,38,2,44,0,44,27,13,14,17,13,102,302,786,232,554,254,29,77,6,44,575,15,51,3,287,0,480,998,4251,1,Moderate Areas
KARNATAKA,TUMKUR,2004,65,56,1,15,0,15,8,0,8,7,1,31,285,477,97,380,210,10,25,1,18,954,16,61,1,33,0,71,1905,4251,1,Moderate Areas
KERALA,IDUKKI,2003,28,14,0,14,0,14,0,0,0,1,0,16,155,167,20,147,233,18,65,1,17,1309,0,93,6,104,0,2,2009,4252,1,Moderate Areas
TAMIL NADU,MADURAI RURAL,2004,57,45,0,29,0,29,29,29,0,2,17,35,131,526,62,464,102,8,68,3,15,1329,7,70,9,26,0,312,1433,4253,1,Moderate Areas
UTTAR PRADESH,GHAZIABAD,2005,183,135,35,24,0,24,103,79,24,6,0,38,100,1387,844,543,52,78,277,14,2,75,33,26,92,147,0,381,1068,4256,1,Moderate Areas
KERALA,WAYANADU,2011,11,3,8,65,0,65,8,6,2,1,2,13,68,83,25,58,205,4,196,2,7,831,2,62,5,124,0,3,2553,4256,1,Moderate Areas
GUJARAT,BHAVNAGAR,2011,55,26,2,8,0,8,88,88,0,1,2,25,149,449,232,217,81,21,45,22,15,486,0,35,33,181,0,0,2533,4257,1,Moderate Areas
ODISHA,BALASORE,2012,75,51,4,87,0,87,140,130,10,26,0,62,234,434,130,304,65,8,122,1,19,1720,43,242,20,307,0,0,597,4257,1,Moderate Areas
ODISHA,CUTTACK,2001,35,143,0,34,0,34,43,33,10,21,0,121,306,738,90,648,33,27,105,1,28,0,39,42,1,125,0,0,2416,4258,1,Moderate Areas
GUJARAT,KUTCH,2010,37,17,0,8,0,8,36,31,5,11,1,16,130,404,199,205,63,42,26,14,10,360,0,18,1,227,0,13,2824,4258,1,Moderate Areas
RAJASTHAN,NAGAUR,2011,44,62,1,70,0,70,68,60,8,0,1,12,148,375,150,225,0,7,466,0,11,105,14,66,0,398,0,293,2117,4258,1,Moderate Areas
MAHARASHTRA,BULDHANA,2009,53,59,0,27,0,27,29,23,6,18,5,37,261,827,176,651,199,14,69,8,56,780,27,128,55,221,0,223,1164,4260,1,Moderate Areas
BIHAR,DARBHANGA,2009,49,121,6,27,0,27,83,77,6,20,2,28,101,301,58,243,481,66,163,4,26,114,33,10,0,247,0,93,2286,4261,1,Moderate Areas
JAMMU & KASHMIR,JAMMU,2012,13,80,1,39,0,39,100,92,8,2,0,4,266,448,176,272,87,47,135,3,15,30,5,44,33,67,0,109,2733,4261,1,Moderate Areas
PUDUCHERRY,PUDUCHERRY,2008,30,29,3,7,0,7,15,8,7,10,3,10,76,617,406,211,129,13,48,2,8,697,2,40,17,10,0,163,2333,4262,1,Moderate Areas
GUJARAT,RAJKOT RURAL,2009,41,28,4,28,0,28,57,52,5,7,0,19,166,369,215,154,45,50,15,7,14,224,5,32,3,279,0,328,2548,4269,1,Moderate Areas
RAJASTHAN,JODHPUR CITY,2011,29,54,6,33,0,33,58,45,13,0,1,17,173,945,657,288,4,18,684,4,12,641,13,57,1,338,0,241,941,4270,1,Moderate Areas
KARNATAKA,TUMKUR,2006,62,41,4,13,0,13,15,5,10,4,2,29,207,403,116,287,157,10,26,1,16,806,10,87,0,47,0,23,2308,4271,1,Moderate Areas
TAMIL NADU,VIRUDHUNAGAR,2008,41,73,0,17,0,17,52,41,11,3,0,22,121,419,43,376,59,37,100,19,21,448,3,19,77,69,0,246,2425,4271,1,Moderate Areas
KERALA,KANNUR,2003,12,38,7,13,0,13,4,2,2,8,0,13,218,164,68,96,505,15,81,5,0,804,0,65,3,174,0,1,2143,4273,1,Moderate Areas
TAMIL NADU,SALEM RURAL,2006,50,29,0,21,0,21,45,41,4,4,0,17,46,160,44,116,110,1,17,2,30,771,7,71,7,39,0,380,2468,4275,1,Moderate Areas
JHARKHAND,RANCHI,2003,250,136,0,55,0,55,70,2,68,89,9,183,214,740,161,579,264,63,53,0,7,0,9,73,0,61,0,5,1996,4277,1,Moderate Areas
UTTAR PRADESH,BAREILLY,2010,115,142,22,44,0,44,182,163,19,0,0,44,100,535,282,253,118,117,219,6,0,153,55,97,0,214,0,305,1809,4277,1,Moderate Areas
KARNATAKA,GULBARGA,2003,88,72,3,14,0,14,29,20,9,5,3,33,199,190,47,143,334,4,67,2,62,1193,5,150,0,103,0,15,1707,4278,1,Moderate Areas
KARNATAKA,CHITRADURGA,2011,38,21,3,27,0,27,30,24,6,6,0,39,168,295,160,135,287,9,62,3,9,871,5,93,0,96,0,0,2216,4278,1,Moderate Areas
ODISHA,CUTTACK,2002,47,140,0,32,0,32,38,31,7,23,5,135,287,719,242,477,78,19,77,0,26,73,3,69,10,131,0,545,1823,4280,1,Moderate Areas
TAMIL NADU,VIRUDHUNAGAR,2002,52,55,1,13,0,13,23,23,0,2,0,17,154,409,77,332,93,14,59,3,28,597,4,64,12,36,0,218,2426,4280,1,Moderate Areas
KARNATAKA,BIJAPUR,2003,55,33,2,9,0,9,18,11,7,5,0,15,108,115,40,75,226,1,22,2,13,634,4,68,0,83,0,0,2870,4283,1,Moderate Areas
WEST BENGAL,MURSHIDABAD,2004,111,7,44,197,0,197,126,106,20,8,82,23,14,429,82,347,173,5,21,12,0,225,32,201,0,761,0,277,1535,4283,1,Moderate Areas
MADHYA PRADESH,HOSHANGABAD,2010,52,39,3,73,0,73,38,35,3,4,0,46,216,368,199,169,49,9,50,0,16,524,20,140,48,111,0,0,2478,4284,1,Moderate Areas
BIHAR,MOTIHARI,2003,113,61,16,39,0,39,114,18,96,24,4,65,128,295,8,287,386,64,124,2,31,326,36,49,0,110,0,112,2187,4286,1,Moderate Areas
MADHYA PRADESH,VIDISHA,2007,48,58,7,100,0,100,22,18,4,0,3,22,261,394,102,292,72,14,64,0,25,611,20,212,18,85,0,81,2169,4286,1,Moderate Areas
WEST BENGAL,MALDA,2010,86,139,24,167,0,167,189,122,67,7,15,24,3,333,138,195,80,0,68,47,0,448,6,139,1,621,0,0,1889,4286,1,Moderate Areas
ASSAM,CACHAR,2011,64,7,0,74,0,74,178,167,11,25,0,20,123,559,101,458,245,52,66,6,35,397,4,7,0,498,0,81,1845,4286,1,Moderate Areas
PUDUCHERRY,PONDICHERRY,2007,30,33,2,6,0,6,15,10,5,1,2,8,71,700,459,241,116,5,39,1,11,725,2,56,26,16,0,222,2201,4288,1,Moderate Areas
ASSAM,DHUBRI,2010,45,18,3,181,2,179,241,224,17,15,1,37,153,277,22,255,398,71,151,11,43,545,16,250,7,719,0,102,1005,4289,1,Moderate Areas
KARNATAKA,DAKSHIN KANNADA,2005,35,29,1,14,0,14,14,6,8,12,0,37,213,269,128,141,221,10,89,3,29,611,2,40,1,37,0,13,2612,4292,1,Moderate Areas
ASSAM,NAGAON,2008,83,41,2,112,0,112,215,209,6,44,0,74,233,354,80,274,271,96,49,3,51,458,9,200,0,371,0,187,1441,4294,1,Moderate Areas
ANDHRA PRADESH,ANANTAPUR,2004,152,79,5,20,0,20,51,31,20,8,0,35,208,442,199,243,143,24,119,2,51,1142,11,196,50,147,0,299,1112,4296,1,Moderate Areas
GUJARAT,RAJKOT RURAL,2012,48,21,2,20,0,20,62,58,4,4,1,19,160,275,158,117,68,54,19,9,12,313,3,26,3,292,0,290,2596,4297,1,Moderate Areas
KARNATAKA,HASSAN,2004,61,57,0,16,0,16,19,8,11,4,0,49,241,413,98,315,186,16,38,0,14,1252,9,49,0,72,0,0,1802,4298,1,Moderate Areas
UTTAR PRADESH,MEERUT,2004,225,179,19,33,0,33,137,87,50,21,5,146,149,1192,598,594,131,80,128,7,3,61,19,52,153,279,0,209,1070,4298,1,Moderate Areas
TAMIL NADU,THIRUVANNAMALAI,2011,45,49,0,24,0,24,75,59,16,2,0,3,76,188,93,95,136,2,67,7,31,635,3,11,0,11,0,342,2591,4298,1,Moderate Areas
KARNATAKA,HASSAN,2006,61,38,1,13,0,13,11,7,4,6,0,25,230,281,88,193,126,11,30,2,13,1040,7,62,0,62,0,0,2280,4299,1,Moderate Areas
TAMIL NADU,THIRUVARUR,2007,39,44,1,9,0,9,30,30,0,5,0,13,121,175,19,156,81,4,33,2,10,534,10,23,10,25,0,361,2770,4300,1,Moderate Areas
MADHYA PRADESH,RAJGARH,2002,36,57,0,80,0,80,11,8,3,2,1,27,149,290,44,246,186,3,14,0,56,323,4,179,27,68,0,126,2662,4301,1,Moderate Areas
MAHARASHTRA,JALGAON,2002,81,39,2,22,0,22,21,19,2,20,4,29,316,626,100,526,184,46,55,8,13,790,10,78,29,219,0,289,1421,4302,1,Moderate Areas
UTTAR PRADESH,MORADABAD,2007,130,138,59,58,0,58,129,97,32,4,0,44,112,597,246,351,95,49,206,8,2,80,34,83,115,212,0,132,2017,4304,1,Moderate Areas
JHARKHAND,RANCHI,2002,270,161,0,55,0,55,67,22,45,85,9,181,222,729,159,570,263,64,51,0,7,2,9,73,0,62,0,4,1992,4306,1,Moderate Areas
JHARKHAND,RANCHI,2004,270,161,0,55,0,55,67,22,45,85,9,181,222,729,159,570,263,64,51,0,7,2,9,73,0,62,0,4,1992,4306,1,Moderate Areas
UTTAR PRADESH,MATHURA,2010,75,98,23,24,0,24,87,79,8,5,0,35,55,650,436,214,102,99,250,9,7,149,29,49,0,219,0,462,1880,4307,1,Moderate Areas
BIHAR,DARBHANGA,2010,59,167,23,18,0,18,97,87,10,13,2,19,75,399,171,228,319,59,286,0,24,120,23,68,0,151,2,90,2294,4308,1,Moderate Areas
MAHARASHTRA,YAVATMAL,2002,76,67,2,65,0,65,36,31,5,5,0,37,299,780,67,713,110,23,51,0,41,980,17,104,17,142,0,185,1272,4309,1,Moderate Areas
RAJASTHAN,NAGAUR,2004,54,35,0,25,0,25,40,29,11,2,0,7,208,400,91,309,20,6,209,3,28,275,16,160,0,154,0,167,2502,4311,1,Moderate Areas
BIHAR,VAISHALI,2009,107,56,8,45,0,45,208,128,80,17,2,50,121,506,141,365,395,111,82,2,23,130,73,28,0,83,0,191,2073,4311,1,Moderate Areas
RAJASTHAN,DHOLPUR,2010,51,69,0,22,0,22,77,53,24,5,0,30,50,590,285,305,4,15,157,1,10,1637,28,18,0,186,0,107,1254,4311,1,Moderate Areas
MAHARASHTRA,SATARA,2011,55,40,3,34,0,34,41,36,5,36,0,120,382,930,362,568,226,42,191,5,28,417,2,80,16,179,0,492,993,4312,1,Moderate Areas
TAMIL NADU,THENI,2012,39,69,1,22,0,22,45,40,5,3,0,48,113,215,68,147,83,0,129,0,20,622,5,50,0,63,0,232,2553,4312,1,Moderate Areas
BIHAR,BHAGALPUR,2008,90,81,13,35,0,35,133,98,35,10,0,34,130,699,139,560,259,35,105,3,21,621,27,35,5,120,0,80,1777,4313,1,Moderate Areas
MADHYA PRADESH,SIHORE,2011,44,58,1,82,0,82,26,26,0,3,1,29,175,346,156,190,46,9,35,0,27,418,11,119,14,76,0,183,2612,4315,1,Moderate Areas
TAMIL NADU,COIMBATORE URBAN,2009,24,26,0,9,0,9,23,9,14,2,0,26,197,1165,608,557,17,12,103,35,3,324,4,21,3,48,0,279,1997,4318,1,Moderate Areas
GUJARAT,RAJKOT RURAL,2003,38,23,1,14,0,14,48,38,10,9,0,34,210,457,111,346,78,61,11,8,47,432,4,35,4,174,0,206,2425,4319,1,Moderate Areas
BIHAR,MADHUBANI,2010,73,10,0,30,0,30,141,131,10,20,0,31,65,458,165,293,340,0,26,1,0,1053,31,6,0,90,1,102,1841,4319,1,Moderate Areas
GUJARAT,RAJKOT COMMR.,2012,41,28,3,11,0,11,66,50,16,14,0,43,198,1013,775,238,74,84,43,11,8,336,0,10,3,264,0,139,1930,4319,1,Moderate Areas
UTTAR PRADESH,GHAZIABAD,2007,150,135,46,33,0,33,158,108,50,4,2,45,117,1031,628,403,69,181,333,12,7,60,37,30,85,204,0,315,1266,4320,1,Moderate Areas
